0	-1622790
0.00004	-1525030
0.00008	-1422750
0.00012	-1316290
0.00016	-1205980
0.0002	-1092160
0.00024	-975170
0.00028	-855330
0.00032	-732990
0.00036	-608470
0.0004	-482110
0.00044	-354240
0.00048	-225200
0.00052	-95320
0.00056	35060
0.0006	165620
0.00064	296010
0.00068	425900
0.00072	554960
0.00076	682850
0.0008	809240
0.00084	933800
0.00088	1056190
0.00092	1176080
0.00096	1293130
0.001	1407010
0.00104	1484590
0.00108	1558650
0.00112	1629170
0.00116	1696120
0.0012	1759490
0.00124	1819270
0.00128	1875430
0.00132	1927950
0.00136	1976810
0.0014	2022000
0.00144	2063500
0.00148	2101290
0.00152	2135350
0.00156	2165650
0.0016	2192190
0.00164	2214940
0.00168	2233890
0.00172	2249010
0.00176	2260290
0.0018	2267710
0.00184	2271240
0.00188	2270880
0.00192	2266600
0.00196	2258380
0.002	2246200
0.00204	2221190
0.00208	2192270
0.00212	2159500
0.00216	2122970
0.0022	2082720
0.00224	2038830
0.00228	1991360
0.00232	1940380
0.00236	1885960
0.0024	1828160
0.00244	1767060
0.00248	1702700
0.00252	1635170
0.00256	1564530
0.0026	1490850
0.00264	1414180
0.00268	1334610
0.00272	1252190
0.00276	1166990
0.0028	1079070
0.00284	988510
0.00288	895370
0.00292	799720
0.00296	701620
0.003	601140
0.00304	493080
0.00308	382820
0.00312	270480
0.00316	156180
0.0032	40040
0.00324	-77840
0.00328	-197330
0.00332	-318310
0.00336	-440670
0.0034	-564290
0.00344	-689050
0.00348	-814840
0.00352	-941540
0.00356	-1069030
0.0036	-1197190
0.00364	-1325910
0.00368	-1455070
0.00372	-1584560
0.00376	-1714250
0.0038	-1844040
0.00384	-1973790
0.00388	-2103400
0.00392	-2232750
0.00396	-2361720
0.004	-2490190
0.00404	-2617120
0.00408	-2743320
0.00412	-2868700
0.00416	-2993140
0.0042	-3116530
0.00424	-3238770
0.00428	-3359750
0.00432	-3479360
0.00436	-3597490
0.0044	-3714030
0.00444	-3828880
0.00448	-3941930
0.00452	-4053070
0.00456	-4162190
0.0046	-4269180
0.00464	-4373930
0.00468	-4476350
0.00472	-4576310
0.00476	-4673710
0.0048	-4768440
0.00484	-4860400
0.00488	-4949480
0.00492	-5035560
0.00496	-5118550
0.005	-5198320
0.00504	-5267850
0.00508	-5334020
0.00512	-5396790
0.00516	-5456130
0.0052	-5511970
0.00524	-5564300
0.00528	-5613060
0.00532	-5658210
0.00536	-5699720
0.0054	-5737540
0.00544	-5771620
0.00548	-5801940
0.00552	-5828430
0.00556	-5851080
0.0056	-5869820
0.00564	-5884630
0.00568	-5895460
0.00572	-5902270
0.00576	-5905010
0.0058	-5903650
0.00584	-5898140
0.00588	-5888450
0.00592	-5874520
0.00596	-5856330
0.006	-5833820
0.00604	-5797670
0.00608	-5757210
0.00612	-5712480
0.00616	-5663560
0.0062	-5610460
0.00624	-5553260
0.00628	-5491990
0.00632	-5426700
0.00636	-5357440
0.0064	-5284260
0.00644	-5207210
0.00648	-5126330
0.00652	-5041670
0.00656	-4953280
0.0066	-4861210
0.00664	-4765500
0.00668	-4666210
0.00672	-4563380
0.00676	-4457050
0.0068	-4347290
0.00684	-4234130
0.00688	-4117620
0.00692	-3997820
0.00696	-3874760
0.007	-3748500
0.00704	-3612140
0.00708	-3472740
0.00712	-3330410
0.00716	-3185270
0.0072	-3037440
0.00724	-2887020
0.00728	-2734140
0.00732	-2578910
0.00736	-2421430
0.0074	-2261840
0.00744	-2100230
0.00748	-1936730
0.00752	-1771460
0.00756	-1604520
0.0076	-1436020
0.00764	-1266100
0.00768	-1094850
0.00772	-922400
0.00776	-748860
0.0078	-574340
0.00784	-398960
0.00788	-222830
0.00792	-46070
0.00796	131210
0.008	308890
0.00804	487810
0.00808	666910
0.00812	846040
0.00816	1025090
0.0082	1203930
0.00824	1382440
0.00828	1560490
0.00832	1737960
0.00836	1914730
0.0084	2090680
0.00844	2265670
0.00848	2439590
0.00852	2612310
0.00856	2783700
0.0086	2953650
0.00864	3122030
0.00868	3288720
0.00872	3453580
0.00876	3616500
0.0088	3777360
0.00884	3936030
0.00888	4092380
0.00892	4246300
0.00896	4397650
0.009	4546320
0.00904	4686420
0.00908	4823650
0.00912	4957940
0.00916	5089200
0.0092	5217380
0.00924	5342410
0.00928	5464220
0.00932	5582740
0.00936	5697900
0.0094	5809630
0.00944	5917870
0.00948	6022540
0.00952	6123570
0.00956	6220910
0.0096	6314470
0.00964	6404200
0.00968	6490020
0.00972	6571860
0.00976	6649650
0.0098	6723340
0.00984	6792840
0.00988	6858090
0.00992	6919020
0.00996	6975560
0.01	7027640
0.01004	7065760
0.01008	7099380
0.01012	7128510
0.01016	7153180
0.0102	7173420
0.01024	7189240
0.01028	7200680
0.01032	7207740
0.01036	7210450
0.0104	7208830
0.01044	7202910
0.01048	7192710
0.01052	7178250
0.01056	7159550
0.0106	7136640
0.01064	7109530
0.01068	7078250
0.01072	7042820
0.01076	7003270
0.0108	6959610
0.01084	6911870
