333.7	163.34724	273.3871086	1.97724	0	1865.963576	1114.902607	1977.24		248372.8	248432.2	-59.4	37.19549219
336.98	163.34724	273.3871086	1.97724	0.999744	1865.963576	1114.902607	1977.24		387672	387778.6	-106.6	
340.26	163.34724	273.3871086	1.97724	1.999488	1865.963576	1114.902607	1977.24					
343.54	163.34724	273.3871086	1.97724	2.999232	1865.963576	1114.902607	1977.24					
346.82	163.34724	273.3871086	1.97724	3.998976	1865.963576	1114.902607	1977.24					
350.1	163.34724	273.3871086	1.97724	4.99872	1865.963576	1114.902607	1977.24					
353.38	163.34724	273.3871086	1.97724	5.998464	1865.963576	1114.902607	1977.24					
356.66	163.34724	273.3871086	1.97724	6.998208	1865.963576	1114.902607	1977.24					
359.94	163.34724	273.3871086	1.97724	7.997952	1865.963576	1114.902607	1977.24					
363.22	163.34724	273.3871086	1.97724	8.997696	1865.963576	1114.902607	1977.24					
366.5	163.34724	273.3871086	1.97724	9.99744	1865.963576	1114.902607	1977.24					
369.78	163.34724	273.3871086	1.97724	10.997184	1865.963576	1114.902607	1977.24					
373.06	163.34724	273.3871086	1.97724	11.996928	1865.963576	1114.902607	1977.24					
376.34	163.34724	273.3871086	1.97724	12.996672	1865.963576	1114.902607	1977.24					
379.62	163.34724	273.3871086	1.97724	13.996416	1865.963576	1114.902607	1977.24					
382.9	163.34724	273.3871086	1.97724	14.99616	1865.963576	1114.902607	1977.24					
386.18	163.34724	273.3871086	1.97724	15.995904	1865.963576	1114.902607	1977.24					
389.46	163.34724	273.3871086	1.97724	16.995648	1865.963576	1114.902607	1977.24					
392.74	163.34724	273.3871086	1.97724	17.995392	1865.963576	1114.902607	1977.24					
396.02	163.34724	273.3871086	1.97724	18.995136	1865.963576	1114.902607	1977.24					
399.3	163.34724	273.3871086	1.97724	19.99488	1865.963576	1114.902607	1977.24					
402.58	163.34724	273.3871086	1.97724	20.994624	1865.963576	1114.902607	1977.24					
405.86	163.34724	273.3871086	1.97724	21.994368	1865.963576	1114.902607	1977.24					
409.14	163.34724	273.3871086	1.97724	22.994112	1865.963576	1114.902607	1977.24					
412.42	163.34724	273.3871086	1.97724	23.993856	1865.963576	1114.902607	1977.24					
415.7	163.34724	273.3871086	1.97724	24.9936	1865.963576	1114.902607	1977.24					
418.98	163.34724	273.3871086	1.97724	25.993344	1865.963576	1114.902607	1977.24					
422.26	163.34724	273.3871086	1.97724	26.993088	1865.963576	1114.902607	1977.24					
425.54	163.34724	273.3871086	1.97724	27.992832	1865.963576	1114.902607	1977.24					
428.82	163.34724	273.3871086	1.97724	28.992576	1865.963576	1114.902607	1977.24					
432.1	163.34724	273.3871086	1.97724	29.99232	1865.963576	1114.902607	1977.24					
435.38	163.34724	273.3871086	1.97724	30.992064	1865.963576	1114.902607	1977.24					
438.66	163.34724	273.3871086	1.97724	31.991808	1865.963576	1114.902607	1977.24					
441.94	163.34724	273.3871086	1.97724	32.991552	1865.963576	1114.902607	1977.24					
445.22	163.34724	273.3871086	1.97724	33.991296	1865.963576	1114.902607	1977.24					
448.5	163.34724	273.3871086	1.97724	34.99104	1865.963576	1114.902607	1977.24					
451.78	163.34724	273.3871086	1.97724	35.990784	1865.963576	1114.902607	1977.24					
455.06	163.34724	273.3871086	1.97724	36.990528	1865.963576	1114.902607	1977.24					
458.34	163.34724	273.3871086	1.97724	37.990272	1865.963576	1114.902607	1977.24					
461.62	163.34724	273.3871086	1.97724	38.990016	1865.963576	1114.902607	1977.24					
464.9	163.34724	273.3871086	1.97724	39.98976	1865.963576	1114.902607	1977.24					
468.18	163.34724	273.3871086	1.97724	40.989504	1865.963576	1114.902607	1977.24					
471.46	163.34724	273.3871086	1.97724	41.989248	1865.963576	1114.902607	1977.24					
474.74	163.34724	273.3871086	1.97724	42.988992	1865.963576	1114.902607	1977.24					
478.02	163.34724	273.3871086	1.97724	43.988736	1865.963576	1114.902607	1977.24					
481.3	163.34724	273.3871086	1.97724	44.98848	1865.963576	1114.902607	1977.24					
484.58	163.34724	273.3871086	1.97724	45.988224	1865.963576	1114.902607	1977.24					
487.86	163.34724	273.3871086	1.97724	46.987968	1865.963576	1114.902607	1977.24					
491.14	163.34724	273.3871086	1.97724	47.987712	1865.963576	1114.902607	1977.24					
494.42	163.34724	273.3871086	1.97724	48.987456	1865.963576	1114.902607	1977.24					
497.7	163.34724	273.3871086	1.97724	49.9872	1865.963576	1114.902607	1977.24					
500.98	163.34724	273.3871086	1.97724	50.986944	1865.963576	1114.902607	1977.24					
