-54.98592	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-53.986176	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-52.986432	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-51.986688	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-50.986944	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-49.9872	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-48.987456	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-47.987712	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-46.987968	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-45.988224	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-44.98848	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-43.988736	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-42.988992	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-41.989248	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-40.989504	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-39.98976	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-38.990016	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-37.990272	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-36.990528	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-35.990784	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-34.99104	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-33.991296	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-32.991552	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-31.991808	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-30.992064	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-29.99232	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-28.992576	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-27.992832	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-26.993088	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-25.993344	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-24.9936	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-23.993856	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-22.994112	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-21.994368	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-20.994624	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-19.99488	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-18.995136	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-17.995392	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-16.995648	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-15.995904	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-14.99616	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-13.996416	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-12.996672	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-11.996928	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-10.997184	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-9.99744	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-8.997696	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-7.997952	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-6.998208	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-5.998464	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-4.99872	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-3.998976	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-2.999232	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-1.999488	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
-0.999744	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
0	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
0.999744	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
1.999488	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
2.999232	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
3.998976	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
4.99872	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
5.998464	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
6.998208	1779.40659	1923.54	0	0	0	0	0	0	0	0	0	0	0
